Input	Match type	Approved symbol	Approved name	HGNC ID	Location
OR10A6	Approved symbol	OR10A6	olfactory receptor family 10 subfamily A member 6 (gene/pseudogene)	HGNC:15132	11p15.4
FGF6	Approved symbol	FGF6	fibroblast growth factor 6	HGNC:3684	12p13.32
PRKCH	Approved symbol	PRKCH	protein kinase C eta	HGNC:9403	14q23.1
DUS2	Approved symbol	DUS2	dihydrouridine synthase 2	HGNC:26014	16q22.1
ACE	Approved symbol	ACE	angiotensin I converting enzyme	HGNC:2707	17q23.3
SIGLECL1	Approved symbol	SIGLECL1	SIGLEC family like 1	HGNC:26856	19q13.41
SIGLECL1	Previous symbol	SIGLEC12	sialic acid binding Ig like lectin 12 (gene/pseudogene)	HGNC:15482	19q13.41
GEMIN7	Approved symbol	GEMIN7	gem nuclear organelle associated protein 7	HGNC:20045	19q13.32
BMP2	Approved symbol	BMP2	bone morphogenetic protein 2	HGNC:1069	20p12.3
ADRBK2	Previous symbol	GRK3	G protein-coupled receptor kinase 3	HGNC:290	22q12.1
APOL3	Approved symbol	APOL3	apolipoprotein L3	HGNC:14868	22q12.3
MTCP1	Approved symbol	MTCP1	mature T cell proliferation 1	HGNC:7423	Xq28
MTCP1	Synonyms	SH2D1A	SH2 domain containing 1A	HGNC:10820	Xq25
MTCP1	Previous symbol	CMC4	C-X9-C motif containing 4	HGNC:35428	Xq28
RENBP	Approved symbol	RENBP	renin binding protein	HGNC:9959	Xq28
C4BPA	Approved symbol	C4BPA	complement component 4 binding protein alpha	HGNC:1325	1q32.2
PPT1	Approved symbol	PPT1	palmitoyl-protein thioesterase 1	HGNC:9325	1p34.2
TTC24	Approved symbol	TTC24	tetratricopeptide repeat domain 24	HGNC:32348	1q22
C5orf66	Approved symbol	C5orf66	chromosome 5 open reading frame 66	HGNC:48332	5q31.1
RNF146	Approved symbol	RNF146	ring finger protein 146	HGNC:21336	6q22.33
BRINP1	Approved symbol	BRINP1	BMP/retinoic acid inducible neural specific 1	HGNC:2687	9q33.1
GDF3	Approved symbol	GDF3	growth differentiation factor 3	HGNC:4218	12p13.31
SPAG5	Approved symbol	SPAG5	sperm associated antigen 5	HGNC:13452	17q11.2
TBCD	Approved symbol	TBCD	tubulin folding cofactor D	HGNC:11581	17q25.3
NOTCH2NL	Previous symbol	NOTCH2NLA	notch 2 N-terminal like A	HGNC:31862	1q21.1
PTPRC	Approved symbol	PTPRC	protein tyrosine phosphatase, receptor type C	HGNC:9666	1q31.3-q32.1
ACADSB	Approved symbol	ACADSB	acyl-CoA dehydrogenase short/branched chain	HGNC:91	10q26.13
NUTM2HP	Approved symbol	NUTM2HP	NUT family member 2H, pseudogene	HGNC:45017	10q11.23
IGHGP	Approved symbol	IGHGP	immunoglobulin heavy constant gamma P (non-functional)	HGNC:5529	14q32.33
PIRT	Approved symbol	PIRT	phosphoinositide interacting regulator of transient receptor potential channels	HGNC:37239	17p12
MPEG1	Approved symbol	MPEG1	macrophage expressed 1	HGNC:29619	11q12.1
PICALM	Approved symbol	PICALM	phosphatidylinositol binding clathrin assembly protein	HGNC:15514	11q14.2
GNPTAB	Approved symbol	GNPTAB	N-acetylglucosamine-1-phosphate transferase subunits alpha and beta	HGNC:29670	12q23.2
OR4K1	Approved symbol	OR4K1	olfactory receptor family 4 subfamily K member 1	HGNC:14726	14q11.2
DHRS4L2	Approved symbol	DHRS4L2	dehydrogenase/reductase 4 like 2	HGNC:19731	14q11.2
RP11-283C24.1	Unmatched
DSC3	Approved symbol	DSC3	desmocollin 3	HGNC:3037	18q12.1
DSC3	Previous symbol	DSC2	desmocollin 2	HGNC:3036	18q12.1
ORC4	Approved symbol	ORC4	origin recognition complex subunit 4	HGNC:8490	2q23.1
GPD2	Approved symbol	GPD2	glycerol-3-phosphate dehydrogenase 2	HGNC:4456	2q24.1
GULP1	Approved symbol	GULP1	GULP, engulfment adaptor PTB domain containing 1	HGNC:18649	2q32.1-q32.2
RP11-84A1.3	Unmatched
TTC37	Approved symbol	TTC37	tetratricopeptide repeat domain 37	HGNC:23639	5q15
GCC1	Approved symbol	GCC1	GRIP and coiled-coil domain containing 1	HGNC:19095	7q32.1
SYN1	Approved symbol	SYN1	synapsin I	HGNC:11494	Xp11.3-p11.23
TIMM17B	Approved symbol	TIMM17B	translocase of inner mitochondrial membrane 17B	HGNC:17310	Xp11.23
PCGF1	Approved symbol	PCGF1	polycomb group ring finger 1	HGNC:17615	2p13.1
MITF	Approved symbol	MITF	melanogenesis associated transcription factor	HGNC:7105	3p13
GPR151	Approved symbol	GPR151	G protein-coupled receptor 151	HGNC:23624	5q32
FAXDC2	Approved symbol	FAXDC2	fatty acid hydroxylase domain containing 2	HGNC:1334	5q33.2
ADAMTS8	Approved symbol	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	HGNC:224	11q24.3
WDR76	Approved symbol	WDR76	WD repeat domain 76	HGNC:25773	15q15.3
KIF19	Approved symbol	KIF19	kinesin family member 19	HGNC:26735	17q25.1
ABHD17A	Approved symbol	ABHD17A	abhydrolase domain containing 17A	HGNC:28756	19p13.3
BTG2	Approved symbol	BTG2	BTG anti-proliferation factor 2	HGNC:1131	1q32.1
POLR1A	Approved symbol	POLR1A	RNA polymerase I subunit A	HGNC:17264	2p11.2
TMEM169	Approved symbol	TMEM169	transmembrane protein 169	HGNC:25130	2q35
CUL3	Approved symbol	CUL3	cullin 3	HGNC:2553	2q36.2
FETUB	Approved symbol	FETUB	fetuin B	HGNC:3658	3q27.3
MAEA	Approved symbol	MAEA	macrophage erythroblast attacher	HGNC:13731	4p16.3
TACR3	Approved symbol	TACR3	tachykinin receptor 3	HGNC:11528	4q24
MFSD8	Approved symbol	MFSD8	major facilitator superfamily domain containing 8	HGNC:28486	4q28.2
TBCA	Approved symbol	TBCA	tubulin folding cofactor A	HGNC:11579	5q14.1
MCC	Approved symbol	MCC	MCC, WNT signaling pathway regulator	HGNC:6935	5q22.2
SLC4A9	Approved symbol	SLC4A9	solute carrier family 4 member 9	HGNC:11035	5q31.3
APBB3	Approved symbol	APBB3	amyloid beta precursor protein binding family B member 3	HGNC:20708	5q31.3
DCTN6	Approved symbol	DCTN6	dynactin subunit 6	HGNC:16964	8p12
DENND4C	Approved symbol	DENND4C	DENN domain containing 4C	HGNC:26079	9p22.1
BAAT	Approved symbol	BAAT	bile acid-CoA:amino acid N-acyltransferase	HGNC:932	9q31.1
PMPCA	Approved symbol	PMPCA	peptidase, mitochondrial processing alpha subunit	HGNC:18667	9q34.3
HK1	Approved symbol	HK1	hexokinase 1	HGNC:4922	10q22.1
HK1	Synonyms	HOOK1	hook microtubule tethering protein 1	HGNC:19884	1p32.1
HK1	Synonyms	KCNA4	potassium voltage-gated channel subfamily A member 4	HGNC:6222	11p14.1
NELL1	Approved symbol	NELL1	neural EGFL like 1	HGNC:7750	11p15.1
RP11-867G23.8	Unmatched
CTD-3074O7.11	Unmatched
OR10G4	Approved symbol	OR10G4	olfactory receptor family 10 subfamily G member 4	HGNC:14809	11q24.2
MAP3K12	Approved symbol	MAP3K12	mitogen-activated protein kinase kinase kinase 12	HGNC:6851	12q13.13
NEK3	Approved symbol	NEK3	NIMA related kinase 3	HGNC:7746	13q14.3
TMOD2	Approved symbol	TMOD2	tropomodulin 2	HGNC:11872	15q21.2
CCDC135	Previous symbol	DRC7	dynein regulatory complex subunit 7	HGNC:25289	16q21
OR1D5	Approved symbol	OR1D5	olfactory receptor family 1 subfamily D member 5	HGNC:8186	17p13.3
GAA	Approved symbol	GAA	glucosidase alpha, acid	HGNC:4065	17q25.3
CHST8	Approved symbol	CHST8	carbohydrate sulfotransferase 8	HGNC:15993	19q13.11
GPR82	Approved symbol	GPR82	G protein-coupled receptor 82	HGNC:4533	Xp11.4
RPS6KA1	Approved symbol	RPS6KA1	ribosomal protein S6 kinase A1	HGNC:10430	1p36.11
ZFP69B	Approved symbol	ZFP69B	ZFP69 zinc finger protein B	HGNC:28053	1p34.2
ARHGEF3	Approved symbol	ARHGEF3	Rho guanine nucleotide exchange factor 3	HGNC:683	3p14.3
SERINC5	Approved symbol	SERINC5	serine incorporator 5	HGNC:18825	5q14.1
RASGRF2	Approved symbol	RASGRF2	Ras protein specific guanine nucleotide releasing factor 2	HGNC:9876	5q14.1
VEGFA	Approved symbol	VEGFA	vascular endothelial growth factor A	HGNC:12680	6p21.1
TSPAN33	Approved symbol	TSPAN33	tetraspanin 33	HGNC:28743	7q32.1
AGK	Approved symbol	AGK	acylglycerol kinase	HGNC:21869	7q34
CYP7A1	Approved symbol	CYP7A1	cytochrome P450 family 7 subfamily A member 1	HGNC:2651	8q12.1
HNF4G	Approved symbol	HNF4G	hepatocyte nuclear factor 4 gamma	HGNC:5026	8q21.13
CNNM2	Approved symbol	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2	HGNC:103	10q24.32
ZC2HC1C	Approved symbol	ZC2HC1C	zinc finger C2HC-type containing 1C	HGNC:20354	14q24.3
CHRNA5	Approved symbol	CHRNA5	cholinergic receptor nicotinic alpha 5 subunit	HGNC:1959	15q25.1
TRPV2	Approved symbol	TRPV2	transient receptor potential cation channel subfamily V member 2	HGNC:18082	17p11.2
MPND	Approved symbol	MPND	MPN domain containing	HGNC:25934	19p13.3
ZNF529	Approved symbol	ZNF529	zinc finger protein 529	HGNC:29328	19q13.12
PRKD2	Approved symbol	PRKD2	protein kinase D2	HGNC:17293	19q13.2
CPT1C	Approved symbol	CPT1C	carnitine palmitoyltransferase 1C	HGNC:18540	19q13.33
APOBEC3A	Approved symbol	APOBEC3A	apolipoprotein B mRNA editing enzyme catalytic subunit 3A	HGNC:17343	22q13.1
PSMD10	Approved symbol	PSMD10	proteasome 26S subunit, non-ATPase 10	HGNC:9555	Xq22.3
ZNF280C	Approved symbol	ZNF280C	zinc finger protein 280C	HGNC:25955	Xq26.1
FLNA	Approved symbol	FLNA	filamin A	HGNC:3754	Xq28
EDEM1	Approved symbol	EDEM1	ER degradation enhancing alpha-mannosidase like protein 1	HGNC:18967	3p26.1
NXPE3	Approved symbol	NXPE3	neurexophilin and PC-esterase domain family member 3	HGNC:28238	3q12.3
SULT1E1	Approved symbol	SULT1E1	sulfotransferase family 1E member 1	HGNC:11377	4q13.3
GPBP1	Approved symbol	GPBP1	GC-rich promoter binding protein 1	HGNC:29520	5q11.2
MYLK4	Approved symbol	MYLK4	myosin light chain kinase family member 4	HGNC:27972	6p25.2
TINAG	Approved symbol	TINAG	tubulointerstitial nephritis antigen	HGNC:14599	6p12.1
SRPK2	Approved symbol	SRPK2	SRSF protein kinase 2	HGNC:11306	7q22.3
ZHX2	Approved symbol	ZHX2	zinc fingers and homeoboxes 2	HGNC:18513	8q24.13
SUSD3	Approved symbol	SUSD3	sushi domain containing 3	HGNC:28391	9q22.31
CAMSAP1	Approved symbol	CAMSAP1	calmodulin regulated spectrin associated protein 1	HGNC:19946	9q34.3
TIAL1	Approved symbol	TIAL1	TIA1 cytotoxic granule associated RNA binding protein like 1	HGNC:11804	10q26.11
OR52N2	Approved symbol	OR52N2	olfactory receptor family 52 subfamily N member 2	HGNC:15228	11p15.4
NEU3	Approved symbol	NEU3	neuraminidase 3	HGNC:7760	11q13.5
DCTN2	Approved symbol	DCTN2	dynactin subunit 2	HGNC:2712	12q13.3
SBNO1	Approved symbol	SBNO1	strawberry notch homolog 1	HGNC:22973	12q24.31
LPAR6	Approved symbol	LPAR6	lysophosphatidic acid receptor 6	HGNC:15520	13q14.2
EBPL	Approved symbol	EBPL	EBP like	HGNC:18061	13q14.2
NUBP1	Approved symbol	NUBP1	nucleotide binding protein 1	HGNC:8041	16p13.13
HS3ST3A1	Approved symbol	HS3ST3A1	heparan sulfate-glucosamine 3-sulfotransferase 3A1	HGNC:5196	17p12
MPRIP	Approved symbol	MPRIP	myosin phosphatase Rho interacting protein	HGNC:30321	17p11.2
SGSH	Approved symbol	SGSH	N-sulfoglucosamine sulfohydrolase	HGNC:10818	17q25.3
TJP3	Approved symbol	TJP3	tight junction protein 3	HGNC:11829	19p13.3
ZNF135	Approved symbol	ZNF135	zinc finger protein 135	HGNC:12919	19q13.4
C21orf91	Approved symbol	C21orf91	chromosome 21 open reading frame 91	HGNC:16459	21q21.1
KRAS	Approved symbol	KRAS	KRAS proto-oncogene, GTPase	HGNC:6407	12p12.1
TMEM176A	Approved symbol	TMEM176A	transmembrane protein 176A	HGNC:24930	7q36.1
OR4D2	Approved symbol	OR4D2	olfactory receptor family 4 subfamily D member 2	HGNC:8294	17q22
HAO2	Approved symbol	HAO2	hydroxyacid oxidase 2	HGNC:4810	1p12
INSIG2	Approved symbol	INSIG2	insulin induced gene 2	HGNC:20452	2q14.1-q14.2
SAP130	Approved symbol	SAP130	Sin3A associated protein 130	HGNC:29813	2q14.3
SAP130	Synonyms	SF3B3	splicing factor 3b subunit 3	HGNC:10770	16q22.1
FKBP7	Approved symbol	FKBP7	FK506 binding protein 7	HGNC:3723	2q31.2
PLK2	Approved symbol	PLK2	polo like kinase 2	HGNC:19699	5q11.2
PCDHGA11	Approved symbol	PCDHGA11	protocadherin gamma subfamily A, 11	HGNC:8698	5q31.3
KIAA1191	Approved symbol	KIAA1191	KIAA1191	HGNC:29209	5q35.2
GCM2	Approved symbol	GCM2	glial cells missing homolog 2	HGNC:4198	6p24.2
ARHGAP18	Approved symbol	ARHGAP18	Rho GTPase activating protein 18	HGNC:21035	6q22.33
HRASLS5	Approved symbol	HRASLS5	HRAS like suppressor family member 5	HGNC:24978	11q12.3
DENND1C	Approved symbol	DENND1C	DENN domain containing 1C	HGNC:26225	19p13.3
PSG9	Approved symbol	PSG9	pregnancy specific beta-1-glycoprotein 9	HGNC:9526	19q13.31
TRIT1	Approved symbol	TRIT1	tRNA isopentenyltransferase 1	HGNC:20286	1p34.2
CGREF1	Approved symbol	CGREF1	cell growth regulator with EF-hand domain 1	HGNC:16962	2p23.3
FANCL	Approved symbol	FANCL	FA complementation group L	HGNC:20748	2p16.1
DDIT4L	Approved symbol	DDIT4L	DNA damage inducible transcript 4 like	HGNC:30555	4q24
OR52I1	Approved symbol	OR52I1	olfactory receptor family 52 subfamily I member 1	HGNC:15220	11p15.4
RBM19	Approved symbol	RBM19	RNA binding motif protein 19	HGNC:29098	12q24.13-q24.21
PIBF1	Approved symbol	PIBF1	progesterone immunomodulatory binding factor 1	HGNC:23352	13q21.33-q22.1
MAPK6	Approved symbol	MAPK6	mitogen-activated protein kinase 6	HGNC:6879	15q21.2
NACA2	Approved symbol	NACA2	nascent polypeptide associated complex subunit alpha 2	HGNC:23290	17q23.3
SLC25A19	Approved symbol	SLC25A19	solute carrier family 25 member 19	HGNC:14409	17q25.1
PQLC1	Approved symbol	PQLC1	PQ loop repeat containing 1	HGNC:26188	18q23
NDUFS7	Approved symbol	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	HGNC:7714	19p13.3
TEAD2	Approved symbol	TEAD2	TEA domain transcription factor 2	HGNC:11715	19q13.3
S1PR1	Approved symbol	S1PR1	sphingosine-1-phosphate receptor 1	HGNC:3165	1p21.2
SPRR2A	Approved symbol	SPRR2A	small proline rich protein 2A	HGNC:11261	1q21.3
COMMD1	Approved symbol	COMMD1	copper metabolism domain containing 1	HGNC:23024	2p15
DOCK10	Approved symbol	DOCK10	dedicator of cytokinesis 10	HGNC:23479	2q36.2
RAI14	Approved symbol	RAI14	retinoic acid induced 14	HGNC:14873	5p13.2
SDK1	Approved symbol	SDK1	sidekick cell adhesion molecule 1	HGNC:19307	7p22.2
LRWD1	Approved symbol	LRWD1	leucine rich repeats and WD repeat domain containing 1	HGNC:21769	7q22.1
DIO3	Approved symbol	DIO3	iodothyronine deiodinase 3	HGNC:2885	14q32.31
KRT33A	Approved symbol	KRT33A	keratin 33A	HGNC:6450	17q21.2
JMJD6	Approved symbol	JMJD6	jumonji domain containing 6, arginine demethylase and lysine hydroxylase	HGNC:19355	17q25.1
RWDD3	Approved symbol	RWDD3	RWD domain containing 3	HGNC:21393	1p21.3
CYB5R1	Approved symbol	CYB5R1	cytochrome b5 reductase 1	HGNC:13397	1q32.1
RPS27A	Approved symbol	RPS27A	ribosomal protein S27a	HGNC:10417	2p16.1
LOXL3	Approved symbol	LOXL3	lysyl oxidase like 3	HGNC:13869	2p13.1
SDAD1	Approved symbol	SDAD1	SDA1 domain containing 1	HGNC:25537	4q21.1
DCDC2	Approved symbol	DCDC2	doublecortin domain containing 2	HGNC:18141	6p22.3
TJAP1	Approved symbol	TJAP1	tight junction associated protein 1	HGNC:17949	6p21.1
VPS37D	Approved symbol	VPS37D	VPS37D, ESCRT-I subunit	HGNC:18287	7q11.23
PDP1	Approved symbol	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1	HGNC:9279	8q22.1
PDP1	Synonyms	PLPP6	phospholipid phosphatase 6	HGNC:23682	9p24.1
NEK6	Approved symbol	NEK6	NIMA related kinase 6	HGNC:7749	9q33.3
RP11-96C23.10	Unmatched
ASRGL1	Approved symbol	ASRGL1	asparaginase like 1	HGNC:16448	11q12.3
NINJ2	Approved symbol	NINJ2	ninjurin 2	HGNC:7825	12p13.33
SLC7A8	Approved symbol	SLC7A8	solute carrier family 7 member 8	HGNC:11066	14q11.2
NLRC3	Approved symbol	NLRC3	NLR family CARD domain containing 3	HGNC:29889	16p13.3
ALG1	Approved symbol	ALG1	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase	HGNC:18294	16p13.3
ANKFY1	Approved symbol	ANKFY1	ankyrin repeat and FYVE domain containing 1	HGNC:20763	17p13.2
TOP3A	Approved symbol	TOP3A	DNA topoisomerase III alpha	HGNC:11992	17p11.2
DHRS13	Approved symbol	DHRS13	dehydrogenase/reductase 13	HGNC:28326	17q11.2
HNRNPM	Approved symbol	HNRNPM	heterogeneous nuclear ribonucleoprotein M	HGNC:5046	19p13.2
ZNF564	Approved symbol	ZNF564	zinc finger protein 564	HGNC:31106	19p13.2
TPRX1	Approved symbol	TPRX1	tetrapeptide repeat homeobox 1	HGNC:32174	19q13.33
DNAAF3	Approved symbol	DNAAF3	dynein axonemal assembly factor 3	HGNC:30492	19q13.42
SBF1	Approved symbol	SBF1	SET binding factor 1	HGNC:10542	22q13.33
REPS2	Approved symbol	REPS2	RALBP1 associated Eps domain containing 2	HGNC:9963	Xp22.2
ZXDB	Approved symbol	ZXDB	zinc finger X-linked duplicated B	HGNC:13199	Xp11.21
TRMT1L	Approved symbol	TRMT1L	tRNA methyltransferase 1 like	HGNC:16782	1q25.3
CIB4	Approved symbol	CIB4	calcium and integrin binding family member 4	HGNC:33703	2p23.3
SCTR	Approved symbol	SCTR	secretin receptor	HGNC:10608	2q14.2
IFIH1	Approved symbol	IFIH1	interferon induced with helicase C domain 1	HGNC:18873	2q24.2
ZNF142	Approved symbol	ZNF142	zinc finger protein 142	HGNC:12927	2q35
UGT1A3	Approved symbol	UGT1A3	UDP glucuronosyltransferase family 1 member A3	HGNC:12535	2q37.1
HMCES	Approved symbol	HMCES	5-hydroxymethylcytosine binding, ES cell specific	HGNC:24446	3q21.3
VPS8	Approved symbol	VPS8	VPS8, CORVET complex subunit	HGNC:29122	3q27.2
GK2	Approved symbol	GK2	glycerol kinase 2	HGNC:4291	4q21.21
GK2	Synonyms	GALK2	galactokinase 2	HGNC:4119	15q21.1-q21.2
TNFAIP8	Approved symbol	TNFAIP8	TNF alpha induced protein 8	HGNC:17260	5q23.1
C5orf48	Previous symbol	TEX43	testis expressed 43	HGNC:33767	5q23.2
ZNF318	Approved symbol	ZNF318	zinc finger protein 318	HGNC:13578	6p21.1
GSTA2	Approved symbol	GSTA2	glutathione S-transferase alpha 2	HGNC:4627	6p12.2
GARS	Approved symbol	GARS	glycyl-tRNA synthetase	HGNC:4162	7p14.3
ZNF655	Approved symbol	ZNF655	zinc finger protein 655	HGNC:30899	7q22.1
NDUFB2	Approved symbol	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2	HGNC:7697	7q34
PAXIP1	Approved symbol	PAXIP1	PAX interacting protein 1	HGNC:8624	7q36.2
TMEM68	Approved symbol	TMEM68	transmembrane protein 68	HGNC:26510	8q12.1
IMPAD1	Approved symbol	IMPAD1	inositol monophosphatase domain containing 1	HGNC:26019	8q12.1
FAM13C	Approved symbol	FAM13C	family with sequence similarity 13 member C	HGNC:19371	10q21.1
CC2D2B	Approved symbol	CC2D2B	coiled-coil and C2 domain containing 2B	HGNC:31666	10q24.1
KCNE3	Approved symbol	KCNE3	potassium voltage-gated channel subfamily E regulatory subunit 3	HGNC:6243	11q13.4
ALKBH8	Approved symbol	ALKBH8	alkB homolog 8, tRNA methyltransferase	HGNC:25189	11q22.3
ARL11	Approved symbol	ARL11	ADP ribosylation factor like GTPase 11	HGNC:24046	13q14.2
SERPINA9	Approved symbol	SERPINA9	serpin family A member 9	HGNC:15995	14q32.13
ATP10A	Approved symbol	ATP10A	ATPase phospholipid transporting 10A (putative)	HGNC:13542	15q12
FAM63B	Previous symbol	MINDY2	MINDY lysine 48 deubiquitinase 2	HGNC:26954	15q21.3-q22.1
TBL3	Approved symbol	TBL3	transducin beta like 3	HGNC:11587	16p13.3
SLC2A4	Approved symbol	SLC2A4	solute carrier family 2 member 4	HGNC:11009	17p13.1
MYOCD	Approved symbol	MYOCD	myocardin	HGNC:16067	17p12
NLE1	Approved symbol	NLE1	notchless homolog 1	HGNC:19889	17q12
ARL4D	Approved symbol	ARL4D	ADP ribosylation factor like GTPase 4D	HGNC:656	17q21.31
STXBP4	Approved symbol	STXBP4	syntaxin binding protein 4	HGNC:19694	17q22
TUBD1	Approved symbol	TUBD1	tubulin delta 1	HGNC:16811	17q23.1
TSPAN10	Approved symbol	TSPAN10	tetraspanin 10	HGNC:29942	17q25.3
TGIF1	Approved symbol	TGIF1	TGFB induced factor homeobox 1	HGNC:11776	18p11.31
CLEC11A	Approved symbol	CLEC11A	C-type lectin domain containing 11A	HGNC:10576	19q13.33
ACSS1	Approved symbol	ACSS1	acyl-CoA synthetase short chain family member 1	HGNC:16091	20p11.21
TBC1D10A	Approved symbol	TBC1D10A	TBC1 domain family member 10A	HGNC:23609	22q12.2
PIR	Approved symbol	PIR	pirin	HGNC:30048	Xp22.2
XAGE5	Approved symbol	XAGE5	X antigen family member 5	HGNC:30930	Xp11.22
NKAP	Approved symbol	NKAP	NFKB activating protein	HGNC:29873	Xq24
TDRD5	Approved symbol	TDRD5	tudor domain containing 5	HGNC:20614	1q25.2
HNRNPU	Approved symbol	HNRNPU	heterogeneous nuclear ribonucleoprotein U	HGNC:5048	1q44
HNRNPU	Synonyms	HNRNPU	heterogeneous nuclear ribonucleoprotein U	HGNC:5048	1q44
SCN7A	Approved symbol	SCN7A	sodium voltage-gated channel alpha subunit 7	HGNC:10594	2q24.3
PCDH18	Approved symbol	PCDH18	protocadherin 18	HGNC:14268	4q28.3
CCL28	Approved symbol	CCL28	C-C motif chemokine ligand 28	HGNC:17700	5p12
FIG4	Approved symbol	FIG4	FIG4 phosphoinositide 5-phosphatase	HGNC:16873	6q21
LCAT	Approved symbol	LCAT	lecithin-cholesterol acyltransferase	HGNC:6522	16q22.1
WDR59	Approved symbol	WDR59	WD repeat domain 59	HGNC:25706	16q23.1
ALKBH5	Approved symbol	ALKBH5	alkB homolog 5, RNA demethylase	HGNC:25996	17p11.2
ZNF227	Approved symbol	ZNF227	zinc finger protein 227	HGNC:13020	19q13.32
STX16	Approved symbol	STX16	syntaxin 16	HGNC:11431	20q13.32
NEFH	Approved symbol	NEFH	neurofilament heavy	HGNC:7737	22q12.2
PJA1	Approved symbol	PJA1	praja ring finger ubiquitin ligase 1	HGNC:16648	Xq13.1
TEX13A	Approved symbol	TEX13A	testis expressed 13A	HGNC:11735	Xq22.3
PRAMEF10	Approved symbol	PRAMEF10	PRAME family member 10	HGNC:27997	1p36.21
EIF4G3	Approved symbol	EIF4G3	eukaryotic translation initiation factor 4 gamma 3	HGNC:3298	1p36.12
EPB41	Approved symbol	EPB41	erythrocyte membrane protein band 4.1	HGNC:3377	1p35.3
GPR161	Approved symbol	GPR161	G protein-coupled receptor 161	HGNC:23694	1q24.2
NDUFAF7	Approved symbol	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7	HGNC:28816	2p22.2
UGT1A5	Approved symbol	UGT1A5	UDP glucuronosyltransferase family 1 member A5	HGNC:12537	2q37.1
OR6B3	Approved symbol	OR6B3	olfactory receptor family 6 subfamily B member 3	HGNC:15042	2q37.3
PFN2	Approved symbol	PFN2	profilin 2	HGNC:8882	3q25.1
RAPGEF2	Approved symbol	RAPGEF2	Rap guanine nucleotide exchange factor 2	HGNC:16854	4q32.1
GHR	Approved symbol	GHR	growth hormone receptor	HGNC:4263	5p13.1-p12
C5orf34	Approved symbol	C5orf34	chromosome 5 open reading frame 34	HGNC:24738	5p12
KIF3A	Approved symbol	KIF3A	kinesin family member 3A	HGNC:6319	5q31.1
IK	Approved symbol	IK	IK cytokine	HGNC:5958	5q31.3
IK	Synonyms	KCNN4	potassium calcium-activated channel subfamily N member 4	HGNC:6293	19q13.31
TCERG1	Approved symbol	TCERG1	transcription elongation regulator 1	HGNC:15630	5q32
OLIG3	Approved symbol	OLIG3	oligodendrocyte transcription factor 3	HGNC:18003	6q23.3
